Query seq	Query length (nt)	Hit HOT	Hit HOMD seq name	HOMD clone name	Identities (%)	Mismatch	Identities (no gaps & non-AGCTU) (%)	Mismatch (no gaps & non-AGCTU)	Score (bits)	Query Start	Sbjct Start	Query End	Sbjct End
B902689_K08_JTC_WGACA61903_R_WGACA61903	599	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.2	5/599	99.2	5/599	1058	1	1148	599	550
	
B902689_K13_JTC_WGACA61908_R_WGACA61908	820	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.8	2/820	99.8	2/820	1471	1	1376	820	557
	
B902689_K20_JTC_WGACA61915_R_WGACA61915	567	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.1	5/567	99.6	2/564	989	1	1181	567	618
	
B902689_L07_JTC_WGACA61926_R_WGACA61926	715	389	389_0541 	Abiotrophia defectiva | HOT_389 | Strain_ATCC 49176 | GB_D50541 | Named | G | 5	99.9	1/715	99.9	1/715	1285	1	1337	715	623
	
B902689_N06_JTC_WGACA61973_R_WGACA61973	751	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.7	2/751	99.7	2/751	1346	1	1334	751	584
	
B902689_N15_JTC_WGACA61982_R_WGACA61982	850	392	392_7053 	Leptotrichia sp. | HOT_392 | Clone_P2PB_51 | GB_AY207053 | Phylotype | X | 5	99.6	3/850	99.8	2/849	1516	1	1410	850	562
	
B902689_N17_JTC_WGACA61984_R_WGACA61984	576	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.5	3/574	99.7	2/573	1018	1	1328	574	756
	
B902689_P06_JTC_WGACA62021_R_WGACA62021	862	219	219EI022 	Leptotrichia sp. | HOT_219 | Clone_EI022 | GB_AF385572 | Phylotype | X | 4	99.8	2/862	99.8	2/862	1546	1	1410	862	549
	
B902767_B02_JTC_WGACA59430_F_WGACA59430	754	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	97.9	16/756	98.1	14/754	1288	1	92	754	847
	
B902767_B06_JTC_WGACA59434_F_WGACA59434	777	902	902-Wade 	Capnocytophaga sp. | HOT_902 | Clone_FL163 | GB_JQ406542 | Phylotype | X | 3	99.4	5/777	99.4	5/777	1379	1	96	777	872
	
B902767_B19_JTC_WGACA59447_F_WGACA59447	791	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	98.9	9/791	98.9	9/791	1386	1	96	791	886
	
B902767_C09_JTC_WGACA59461_F_WGACA59461	575	149	149_7169 	Selenomonas sp. | HOT_149 | Clone_070007_022 | GB_JQ457169 | Unnamed | G | 4	99.3	4/545	99.4	3/544	962	31	70	575	613
	
B902767_G03_JTC_WGACA59551_F_WGACA59551	646	686	686_3965 	Streptococcus mutans | HOT_686 | Strain_NCTC 10449 | GB_AJ243965 | Named | G | 5	99.8	1/646	100	0/645	1157	1	138	646	782
	
B902767_J12_JTC_WGACA59632_F_WGACA59632	882	686	686_3965 	Streptococcus mutans | HOT_686 | Strain_NCTC 10449 | GB_AJ243965 | Named | G | 5	99.5	4/883	99.7	3/882	1572	1	29	882	911
	
B902767_K01_JTC_WGACA59645_F_WGACA59645	542	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	99.1	5/542	99.3	4/541	951	1	219	542	759
	
B902767_N04_JTC_WGACA59720_F_WGACA59720	760	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	97.8	17/760	98.3	13/756	1279	1	95	760	850
	
B902767_O20_JTC_WGACA59760_F_WGACA59760	600	686	686_3965 	Streptococcus mutans | HOT_686 | Strain_NCTC 10449 | GB_AJ243965 | Named | G | 5	100	0/600	100	0/600	1083	1	91	600	690
	
B902767_P03_JTC_WGACA59767_F_WGACA59767	826	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	97.6	20/828	98.2	15/823	1389	1	94	825	919
	
B902767_P19_JTC_WGACA59783_F_WGACA59783	778	322	322AK152 	Bergeyella sp. | HOT_322 | Clone_AK152 | GB_AY008691 | Phylotype | X | 4	99.9	1/778	99.9	1/778	1398	1	134	778	911
	
B902768_B02_JTC_WGACA59430_R_WGACA59430	778	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.7	2/778	99.7	2/778	1395	1	1335	778	558
	
B902768_B06_JTC_WGACA59434_R_WGACA59434	739	335	335_4775 	Capnocytophaga sp. | HOT_335 | Clone_069096_232 | GB_JQ454775 | Unnamed | G | 4	99.5	4/739	99.5	4/739	1315	1	1308	739	570
	
B902768_B19_JTC_WGACA59447_R_WGACA59447	824	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.9	1/824	99.9	1/824	1481	1	1375	824	552
	
B902768_C09_JTC_WGACA59461_R_WGACA59461	781	478	478GI064 	Selenomonas sp. | HOT_478 | Clone_GI064 | GB_AY349404 | Unnamed | G | 3	99.6	3/781	99.6	3/781	1395	1	1376	781	596
	
B902768_G03_JTC_WGACA59551_R_WGACA59551	876	686	686_3965 	Streptococcus mutans | HOT_686 | Strain_NCTC 10449 | GB_AJ243965 | Named | G | 5	99.9	1/876	99.9	1/876	1575	1	1455	876	580
	
B902768_J12_JTC_WGACA59632_R_WGACA59632	884	686	686_3965 	Streptococcus mutans | HOT_686 | Strain_NCTC 10449 | GB_AJ243965 | Named | G | 5	99.7	3/884	99.7	3/884	1581	1	1457	884	574
	
B902768_K01_JTC_WGACA59645_R_WGACA59645	756	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.7	2/756	99.7	2/756	1355	1	1335	756	580
	
B902768_N04_JTC_WGACA59720_R_WGACA59720	819	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.9	1/819	99.9	1/819	1472	1	1376	819	558
	
B902768_O20_JTC_WGACA59760_R_WGACA59760	843	686	686_3965 	Streptococcus mutans | HOT_686 | Strain_NCTC 10449 | GB_AJ243965 | Named | G | 5	99.8	2/844	100	0/842	1507	1	1390	843	548
	
B902768_P03_JTC_WGACA59767_R_WGACA59767	756	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.7	2/756	99.7	2/756	1355	1	1335	756	580
	
B902768_P19_JTC_WGACA59783_R_WGACA59783	774	322	322AK152 	Bergeyella sp. | HOT_322 | Clone_AK152 | GB_AY008691 | Phylotype | X | 4	99.9	1/774	99.9	1/774	1391	1	1360	774	587
	
B902774_A02_JTC_WGACA59993_F_WGACA59993	441	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	97.5	11/443	98.9	5/437	742	1	161	441	599
	
B902774_C03_JTC_WGACA60042_F_WGACA60042	547	473	473HF050 	Alloprevotella sp. | HOT_473 | Clone_HF050 | GB_AY349399 | Unnamed | G | 5	99.8	1/547	99.8	1/547	982	1	97	547	643
	
B902774_C07_JTC_WGACA60046_F_WGACA60046	226	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	97.3	6/226	97.3	6/226	381	1	143	226	368
	
B902774_C18_JTC_WGACA60057_F_WGACA60057	561	596	596_5408 	Granulicatella elegans | HOT_596 | Strain_2640-91 | GB_Y15408 | Named | G | 5	99.6	2/561	99.6	2/561	1003	1	144	561	704
	
B902774_C19_JTC_WGACA60058_F_WGACA60058	262	322	322AK152 	Bergeyella sp. | HOT_322 | Clone_AK152 | GB_AY008691 | Phylotype | X | 4	99.6	1/262	99.6	1/262	468	1	163	262	424
	
B902774_D21_JTC_WGACA60084_F_WGACA60084	223	781	781_3320 	Prevotella saccharolytica | HOT_781 | Strain_JCM 17484 | GB_NR_113320 | Named | G | 4	100	0/223	100	0/223	403	1	224	223	446
	
B902774_E02_JTC_WGACA60089_F_WGACA60089	320	018	018_0511 	Neisseria sp. | HOT_018 | Clone_069082_036 | GB_JQ450511 | Phylotype | X | 4	96.9	10/320	96.9	10/320	533	1	162	320	481
	
B902774_F09_JTC_WGACA60120_F_WGACA60120	451	392	392_7053 	Leptotrichia sp. | HOT_392 | Clone_P2PB_51 | GB_AY207053 | Phylotype | X | 5	99.3	3/452	99.6	2/451	798	1	160	451	611
	
B902774_F14_JTC_WGACA60125_F_WGACA60125	496	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	100	0/496	100	0/496	895	1	143	496	638
	
B902774_F16_JTC_WGACA60127_F_WGACA60127	663	215	215DR011 	Leptotrichia sp. | HOT_215 | Clone_DR011 | GB_AF385518 | Unnamed | G | 5	98.9	7/661	98.9	7/661	1160	1	95	661	755
	
B902774_G03_JTC_WGACA60138_F_WGACA60138	288	936	936_4994 	Selenomonas sp. | HOT_936 | Clone_ncd436f04c1 | GB_HM324994 | Phylotype | X | 1	96.2	11/288	96.2	11/288	470	1	140	288	427
	
B902774_G05_JTC_WGACA60140_F_WGACA60140	687	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.4	4/687	99.6	3/686	1218	1	97	687	782
	
B902774_H10_JTC_WGACA60169_F_WGACA60169	650	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.8	1/650	99.8	1/650	1168	1	95	650	744
	
B902774_H22_JTC_WGACA60181_F_WGACA60181	721	781	781F0055 	Prevotella saccharolytica | HOT_781 | Strain_F0055 | GB_GQ422744 | Named | G | 4	99.6	3/721	99.6	3/721	1287	1	138	721	858
	
B902774_I14_JTC_WGACA60197_F_WGACA60197	285	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	97.9	6/285	97.9	6/285	488	1	164	285	448
	
B902774_I18_JTC_WGACA60201_F_WGACA60201	485	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	97.1	14/488	97.7	11/485	810	1	144	485	631
	
B902774_J03_JTC_WGACA60210_F_WGACA60210	451	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.3	3/451	99.6	2/450	796	1	163	451	612
	
B902774_J21_JTC_WGACA60228_F_WGACA60228	545	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	97.6	13/547	98	11/545	926	1	143	545	689
	
B902774_L04_JTC_WGACA60259_F_WGACA60259	724	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.7	2/724	99.9	1/723	1294	1	143	724	865
	
B902774_M22_JTC_WGACA60301_F_WGACA60301	664	219	219EI022 	Leptotrichia sp. | HOT_219 | Clone_EI022 | GB_AF385572 | Phylotype | X | 4	99.4	4/664	99.4	4/664	1180	1	143	664	806
	
B902774_N04_JTC_WGACA60307_F_WGACA60307	551	458	458JM053 	Aggregatibacter sp. | HOT_458 | Clone_JM053 | GB_AY349380 | Unnamed | G | 5	99.1	5/551	99.1	5/551	971	1	95	551	645
	
B902774_N08_JTC_WGACA60311_F_WGACA60311	748	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.2	6/749	99.7	2/745	1310	1	144	748	889
	
B902774_N14_JTC_WGACA60317_F_WGACA60317	493	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	100	0/493	100	0/493	890	1	143	493	635
	
B902774_N17_JTC_WGACA60320_F_WGACA60320	449	458	458JM053 	Aggregatibacter sp. | HOT_458 | Clone_JM053 | GB_AY349380 | Unnamed | G | 5	98.7	6/449	98.7	6/449	783	1	143	449	591
	
B902774_O03_JTC_WGACA60330_F_WGACA60330	820	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.8	2/821	99.9	1/820	1469	1	95	820	915
	
B902774_O22_JTC_WGACA60349_F_WGACA60349	524	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	2/524	99.6	2/524	937	1	145	524	668
	
B902774_P18_JTC_WGACA60369_F_WGACA60369	670	137	137DS051 	Selenomonas sp. | HOT_137 | Clone_DS051 | GB_AF366273 | Unnamed | G | 4	97.6	16/672	98.1	13/669	1133	1	143	670	813
	
B902774_P22_JTC_WGACA60373_F_WGACA60373	641	473	473HF050 	Alloprevotella sp. | HOT_473 | Clone_HF050 | GB_AY349399 | Unnamed | G | 5	99.7	2/641	100	0/639	1141	1	144	641	782
	
B902775_A02_JTC_WGACA59993_R_WGACA59993	816	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	3/817	99.8	2/816	1456	1	1307	816	491
	
B902775_A09_JTC_WGACA60000_R_WGACA60000	693	781	781_3320 	Prevotella saccharolytica | HOT_781 | Strain_JCM 17484 | GB_NR_113320 | Named | G | 4	99	7/693	99.7	2/688	1200	1	1314	693	627
	
B902775_C03_JTC_WGACA60042_R_WGACA60042	783	473	473HF050 	Alloprevotella sp. | HOT_473 | Clone_HF050 | GB_AY349399 | Unnamed | G | 5	98.6	11/783	98.7	10/782	1359	1	1355	783	574
	
B902775_C05_JTC_WGACA60044_R_WGACA60044	736	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.9	1/736	99.9	1/736	1323	1	1332	736	597
	
B902775_C07_JTC_WGACA60046_R_WGACA60046	629	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.8	1/629	99.8	1/629	1130	1	1327	629	699
	
B902775_C11_JTC_WGACA60050_R_WGACA60050	828	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.8	2/828	99.9	1/827	1481	1	1332	828	506
	
B902775_C18_JTC_WGACA60057_R_WGACA60057	759	596	596_5408 	Granulicatella elegans | HOT_596 | Strain_2640-91 | GB_Y15408 | Named | G | 5	100	0/759	100	0/759	1370	1	1339	759	581
	
B902775_C19_JTC_WGACA60058_R_WGACA60058	797	322	322AK152 	Bergeyella sp. | HOT_322 | Clone_AK152 | GB_AY008691 | Phylotype | X | 4	99.9	1/797	99.9	1/797	1433	1	1350	797	554
	
B902775_D11_JTC_WGACA60074_R_WGACA60074	257	279	279F450a 	Porphyromonas sp. | HOT_279 | Strain_F0450a | GB_tbd | Unnamed | G | 6	100	0/257	100	0/257	464	1	923	257	667
	
B902775_D13_JTC_WGACA60076_R_WGACA60076	624	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.7	2/624	99.7	2/624	1117	1	1259	624	636
	
B902775_D21_JTC_WGACA60084_R_WGACA60084	812	781	781_3320 	Prevotella saccharolytica | HOT_781 | Strain_JCM 17484 | GB_NR_113320 | Named | G | 4	99.6	3/812	99.8	2/811	1447	1	1358	812	548
	
B902775_E02_JTC_WGACA60089_R_WGACA60089	835	018	018_0511 	Neisseria sp. | HOT_018 | Clone_069082_036 | GB_JQ450511 | Phylotype | X | 4	99.8	2/835	99.8	2/835	1498	1	1370	835	536
	
B902775_E10_JTC_WGACA60097_R_WGACA60097	785	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.4	5/785	99.4	5/785	1393	1	1332	785	548
	
B902775_F09_JTC_WGACA60120_R_WGACA60120	778	392	392_7053 	Leptotrichia sp. | HOT_392 | Clone_P2PB_51 | GB_AY207053 | Phylotype | X | 5	99.6	3/779	99.9	1/777	1384	1	1339	778	562
	
B902775_F14_JTC_WGACA60125_R_WGACA60125	816	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	3/816	99.6	3/816	1458	1	1306	816	491
	
B902775_F16_JTC_WGACA60127_R_WGACA60127	831	215	215DR011 	Leptotrichia sp. | HOT_215 | Clone_DR011 | GB_AF385518 | Unnamed | G | 5	99.3	6/832	99.5	4/830	1467	1	1337	831	507
	
B902775_G03_JTC_WGACA60138_R_WGACA60138	518	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.8	1/518	99.8	1/518	930	1	1325	518	808
	
B902775_G05_JTC_WGACA60140_R_WGACA60140	593	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.7	2/593	99.8	1/592	1058	1	1261	593	670
	
B902775_H10_JTC_WGACA60169_R_WGACA60169	813	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	3/814	99.8	2/813	1451	1	1307	813	494
	
B902775_H22_JTC_WGACA60181_R_WGACA60181	786	781	781_3320 	Prevotella saccharolytica | HOT_781 | Strain_JCM 17484 | GB_NR_113320 | Named | G | 4	99.7	2/786	99.7	2/786	1409	1	1318	786	533
	
B902775_I06_JTC_WGACA60189_R_WGACA60189	753	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.7	2/754	99.9	1/753	1348	1	1333	753	580
	
B902775_I14_JTC_WGACA60197_R_WGACA60197	758	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.7	2/758	99.7	2/758	1359	1	1307	758	550
	
B902775_I18_JTC_WGACA60201_R_WGACA60201	895	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.6	4/895	99.6	4/895	1597	1	1446	895	552
	
B902775_J03_JTC_WGACA60210_R_WGACA60210	710	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.7	2/710	99.7	2/710	1272	1	1261	710	552
	
B902775_J21_JTC_WGACA60228_R_WGACA60228	753	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.9	1/753	99.9	1/753	1353	1	1333	753	581
	
B902775_K09_JTC_WGACA60240_R_WGACA60240	637	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.5	3/636	99.7	2/635	1130	1	1264	636	630
	
B902775_L04_JTC_WGACA60259_R_WGACA60259	810	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	3/811	99.8	2/810	1445	1	1265	810	455
	
B902775_M22_JTC_WGACA60301_R_WGACA60301	792	219	219EI022 	Leptotrichia sp. | HOT_219 | Clone_EI022 | GB_AF385572 | Phylotype | X | 4	100	0/792	100	0/792	1429	1	1340	792	549
	
B902775_N04_JTC_WGACA60307_R_WGACA60307	804	458	458JM053 	Aggregatibacter sp. | HOT_458 | Clone_JM053 | GB_AY349380 | Unnamed | G | 5	99.9	1/804	99.9	1/804	1445	1	1371	804	568
	
B902775_N08_JTC_WGACA60311_R_WGACA60311	881	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.3	6/882	99.4	5/881	1561	1	1373	881	492
	
B902775_N14_JTC_WGACA60317_R_WGACA60317	774	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	3/775	99.7	2/774	1380	1	1265	774	491
	
B902775_N17_JTC_WGACA60320_R_WGACA60320	813	458	458JM053 	Aggregatibacter sp. | HOT_458 | Clone_JM053 | GB_AY349380 | Unnamed | G | 5	99.9	1/812	99.9	1/812	1460	1	1368	812	557
	
B902775_O03_JTC_WGACA60330_R_WGACA60330	731	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.7	2/731	99.7	2/731	1310	1	1261	731	531
	
B902775_O21_JTC_WGACA60348_R_WGACA60348	668	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.8	1/665	99.8	1/665	1195	1	1327	665	663
	
B902775_O22_JTC_WGACA60349_R_WGACA60349	814	347	347BE109 	TM7 [G-1] sp. | HOT_347 | Clone_BE109 | GB_AY005446 | Phylotype | X | 4	99.6	3/814	99.6	3/814	1454	1	1307	814	494
	
B902775_P18_JTC_WGACA60369_R_WGACA60369	898	124	124Sart 	Selenomonas artemidis | HOT_124 | Strain_ATCC 43528 | GB_GQ422716 | Named | G | 4	99.2	7/899	99.3	6/898	1586	1	1446	898	548
	
B902775_P22_JTC_WGACA60373_R_WGACA60373	1023	473	473HF050 	Alloprevotella sp. | HOT_473 | Clone_HF050 | GB_AY349399 | Unnamed | G | 5	98.7	10/785	98.7	10/785	1371	1	1355	785	571
	
B902942_A20_JTC_WGACA68587_R_WGACA68587	793	396	396_7050 	Prevotella sp. | HOT_396 | Clone_P4PB_83 | GB_AY207050 | Phylotype | X | 4	95.3	37/794	95.5	36/793	1261	1	1357	793	564
	
B902942_C19_JTC_WGACA68634_R_WGACA68634	881	345	345_X112 	SR1 [G-1] sp. | HOT_345 | Clone__X112 | GB_AF125207 | Phylotype | X | 4	99.8	2/882	99.9	1/881	1579	1	1389	881	508
	
B902942_F02_JTC_WGACA68689_R_WGACA68689	853	726	726_0963 	Centipeda periodontii | HOT_726 | Strain_DSM 2778 | GB_AJ010963 | Named | G | 3	81.9	145/803	82.3	142/800	789	25	1430	825	629
	
B902943_A20_JTC_WGACA68587_F_WGACA68587	717	396	396_7050 	Prevotella sp. | HOT_396 | Clone_P4PB_83 | GB_AY207050 | Phylotype | X | 4	97.6	16/675	97.9	14/673	1139	45	186	717	860
	
B902943_C19_JTC_WGACA68634_F_WGACA68634	730	345	345_X112 	SR1 [G-1] sp. | HOT_345 | Clone__X112 | GB_AF125207 | Phylotype | X | 4	100	0/730	100	0/730	1317	1	141	730	870
	
B902943_F02_JTC_WGACA68689_F_WGACA68689	813	747	747_5837 	Erythromicrobium ramosum | HOT_747 | Strain_DSM 8510 | GB_AF465837 | Named | X | 1	79.9	149/740	81	139/730	636	78	168	813	901
	
